VIN,Country,City,Postal Code,Model Year,Make,Model,Electric Vehicle Type,CAFV Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,2020 Census Tract
VIN00000613,Canada,London,34657,2018,TOYOTA,Mustang,PHEV,Eligible,299,144530,15,127896,PORT OF SEATTLE,372601
VIN00000614,China,New York,20274,2004,TOYOTA,Model X,PHEV,Not Eligible,222,112754,33,104594,PORT OF SEATTLE,557253
VIN00000615,Australia,London,80678,2017,NISSAN,Leaf,PHEV,Eligible,226,72017,33,353700,PORT OF SEATTLE,487530
VIN00000616,Australia,Paris,79946,2004,TESLA,Leaf,BEV,Eligible,65,91440,38,472352,PORT OF SEATTLE,598199
VIN00000617,USA,São Paulo,27215,2014,NISSAN,Model X,BEV,Not Eligible,339,84439,36,591630,PORT OF SEATTLE,100783
VIN00000618,Canada,São Paulo,70910,2017,NISSAN,Model X,PHEV,Not Eligible,65,53128,6,824392,CUSTOMS WAREHOUSE,597206
VIN00000619,UK,New York,72931,2021,CHEVROLET,Leaf,BEV,Eligible,183,55372,32,504599,PORT OF TACOMA,308198
VIN00000620,UK,Sydney,65657,2016,CHEVROLET,Model X,PHEV,Not Eligible,94,129847,28,694604,CUSTOMS WAREHOUSE,846144
VIN00000621,Brazil,Paris,69520,2017,NISSAN,Camry,PHEV,Eligible,64,145128,33,827318,CUSTOMS WAREHOUSE,576800
VIN00000622,Brazil,New York,90693,2014,CHEVROLET,Model X,BEV,Eligible,175,123775,21,607975,PORT OF SEATTLE,104128
VIN00000623,Australia,Sydney,68858,2008,BMW,Camry,PHEV,Eligible,204,140539,7,465283,PORT OF TACOMA,226280
VIN00000624,Germany,Sydney,68785,2023,NISSAN,Camry,PHEV,Not Eligible,212,66365,20,782937,PORT OF SEATTLE,537450
VIN00000625,India,Paris,80946,2014,CHEVROLET,Leaf,BEV,Not Eligible,370,74822,40,439548,PORT OF SEATTLE,316654
VIN00000626,India,London,51025,2006,NISSAN,Camry,PHEV,Eligible,366,144800,30,344646,PORT OF SEATTLE,633031
VIN00000627,India,Moscow,49399,2018,FORD,Model S,PHEV,Not Eligible,168,70764,2,938497,PORT OF TACOMA,950514
VIN00000628,USA,Paris,11674,2023,TOYOTA,Bolt,PHEV,Eligible,84,92309,45,209634,PORT OF TACOMA,928165
VIN00000629,UK,Moscow,21122,2003,TOYOTA,Mustang,PHEV,Not Eligible,234,84651,12,297327,CUSTOMS WAREHOUSE,838091
VIN00000630,Russia,Moscow,69461,2003,FORD,Bolt,BEV,Not Eligible,382,35327,40,115463,PORT OF SEATTLE,848085
VIN00000631,China,New York,92619,2017,TESLA,Camry,BEV,Not Eligible,61,45871,5,688969,PORT OF TACOMA,882788
VIN00000632,UK,São Paulo,85192,2006,TOYOTA,Model S,PHEV,Not Eligible,370,40107,49,857172,PORT OF TACOMA,279206
VIN00000633,Brazil,Tokyo,64512,2008,BMW,Model X,PHEV,Eligible,130,86398,48,855878,CUSTOMS WAREHOUSE,843365
VIN00000634,Canada,São Paulo,77883,2012,TESLA,Mustang,PHEV,Not Eligible,64,139328,28,929819,CUSTOMS WAREHOUSE,545178
VIN00000635,India,Toronto,39345,2024,BMW,Camry,BEV,Eligible,158,142102,20,988120,PORT OF SEATTLE,368042
VIN00000636,Japan,São Paulo,51203,2016,BMW,Mustang,PHEV,Not Eligible,343,70266,48,815607,PORT OF SEATTLE,185993
VIN00000637,China,Tokyo,18569,2006,FORD,Bolt,BEV,Not Eligible,244,132433,43,264998,PORT OF TACOMA,798872
VIN00000638,France,Moscow,61444,2014,TOYOTA,Mustang,PHEV,Eligible,199,116546,19,223777,PORT OF TACOMA,207130
VIN00000639,UK,Sydney,33421,2003,TESLA,Bolt,PHEV,Not Eligible,306,147048,15,485408,PORT OF TACOMA,118550
VIN00000640,Australia,London,55381,2013,FORD,Bolt,PHEV,Eligible,258,43680,20,160968,CUSTOMS WAREHOUSE,319790
VIN00000641,India,London,35511,2003,FORD,Mustang,PHEV,Not Eligible,209,31387,22,920479,CUSTOMS WAREHOUSE,828572
VIN00000642,Canada,New York,45901,2002,TESLA,Mustang,PHEV,Eligible,67,79362,10,784006,PORT OF TACOMA,577884
VIN00000643,Canada,São Paulo,44263,2023,BMW,Model X,PHEV,Not Eligible,233,83690,27,480876,CUSTOMS WAREHOUSE,742186
VIN00000644,Mexico,London,65449,2016,TOYOTA,Bolt,BEV,Not Eligible,148,42901,43,904432,CUSTOMS WAREHOUSE,856306
VIN00000645,Brazil,Paris,65176,2024,FORD,Camry,PHEV,Eligible,238,106371,7,549772,PORT OF SEATTLE,473146
VIN00000646,UK,Paris,85704,2000,CHEVROLET,Leaf,PHEV,Eligible,343,74484,16,278112,PORT OF TACOMA,373582
VIN00000647,China,New York,23391,2023,FORD,Model X,BEV,Not Eligible,204,141065,27,381422,PORT OF TACOMA,763381
VIN00000648,Australia,Paris,73736,2021,TOYOTA,Camry,BEV,Eligible,117,116018,17,826260,CUSTOMS WAREHOUSE,647855
VIN00000649,Canada,Sydney,13779,2003,TESLA,Camry,BEV,Eligible,400,43810,22,600438,PORT OF SEATTLE,532002
VIN00000650,Canada,Sydney,29652,2004,BMW,Mustang,PHEV,Not Eligible,166,143460,24,879712,PORT OF SEATTLE,541413
VIN00000651,Mexico,Paris,62017,2020,TESLA,Leaf,BEV,Eligible,281,81142,21,522386,CUSTOMS WAREHOUSE,493280
VIN00000652,Japan,London,29364,2008,CHEVROLET,Model X,PHEV,Not Eligible,299,64002,20,714584,PORT OF TACOMA,288586
VIN00000653,Brazil,New York,55694,2010,BMW,Model X,PHEV,Eligible,272,74848,2,815587,CUSTOMS WAREHOUSE,571909
VIN00000654,Russia,London,26000,2018,TESLA,Camry,PHEV,Eligible,101,109658,18,977500,PORT OF SEATTLE,504913
VIN00000655,UK,Moscow,84717,2018,TOYOTA,Model X,BEV,Eligible,335,126498,50,637504,CUSTOMS WAREHOUSE,850873
VIN00000656,Germany,Sydney,50752,2005,CHEVROLET,Model X,BEV,Eligible,188,143177,18,505979,PORT OF SEATTLE,378805
VIN00000657,France,New York,76917,2008,BMW,Model S,BEV,Not Eligible,58,51451,2,227807,PORT OF SEATTLE,369759
VIN00000658,Germany,New York,42622,2010,NISSAN,Bolt,BEV,Not Eligible,95,44605,42,431764,CUSTOMS WAREHOUSE,908128
VIN00000659,Australia,São Paulo,34541,2014,TOYOTA,Camry,PHEV,Not Eligible,167,134008,20,900087,CUSTOMS WAREHOUSE,763936
VIN00000660,Australia,Sydney,70243,2021,TESLA,Bolt,BEV,Eligible,166,60569,26,365080,CUSTOMS WAREHOUSE,690404
VIN00000661,Canada,Berlin,40936,2024,TESLA,Camry,PHEV,Not Eligible,104,93103,17,993472,CUSTOMS WAREHOUSE,604411
VIN00000662,France,New York,94024,2015,FORD,Mustang,PHEV,Eligible,342,55310,27,382384,PORT OF SEATTLE,219672
VIN00000663,Mexico,Toronto,77951,2007,CHEVROLET,Model X,PHEV,Not Eligible,270,31767,25,241861,PORT OF SEATTLE,382143
VIN00000664,UK,New York,46032,2021,TESLA,Leaf,PHEV,Eligible,323,95326,6,699341,PORT OF TACOMA,423678
VIN00000665,Germany,Sydney,18833,2019,NISSAN,Camry,PHEV,Not Eligible,336,44885,41,245611,CUSTOMS WAREHOUSE,763939
VIN00000666,Russia,São Paulo,33989,2006,TOYOTA,Leaf,BEV,Eligible,199,80253,19,902027,PORT OF TACOMA,329410
VIN00000667,France,Toronto,98247,2017,CHEVROLET,Model S,BEV,Not Eligible,243,134105,34,971619,PORT OF TACOMA,408402
VIN00000668,China,Mumbai,18931,2001,BMW,Mustang,PHEV,Not Eligible,242,30585,27,959374,PORT OF TACOMA,119862
VIN00000669,UK,Tokyo,69148,2006,FORD,Leaf,PHEV,Not Eligible,364,100808,45,549050,PORT OF SEATTLE,635079
VIN00000670,Russia,Mumbai,13703,2020,CHEVROLET,Mustang,PHEV,Eligible,56,130036,18,980355,PORT OF TACOMA,543395
VIN00000671,Australia,Berlin,93282,2000,TOYOTA,Leaf,BEV,Eligible,98,116300,38,994936,PORT OF SEATTLE,618162
VIN00000672,Russia,London,68331,2012,CHEVROLET,Mustang,PHEV,Eligible,364,90916,14,579295,CUSTOMS WAREHOUSE,553980
VIN00000673,India,Mumbai,76923,2013,CHEVROLET,Camry,PHEV,Eligible,397,59649,30,658012,PORT OF TACOMA,250389
VIN00000674,Mexico,Sydney,16819,2022,BMW,Leaf,BEV,Eligible,386,112311,17,781450,PORT OF SEATTLE,377026
VIN00000675,Japan,Mumbai,99568,2012,FORD,Model X,BEV,Eligible,186,78676,3,738778,PORT OF SEATTLE,629304
VIN00000676,UK,Berlin,53440,2013,NISSAN,Mustang,BEV,Not Eligible,65,64457,7,898256,CUSTOMS WAREHOUSE,196238
VIN00000677,Brazil,Moscow,65110,2007,FORD,Leaf,PHEV,Eligible,80,117782,33,178905,CUSTOMS WAREHOUSE,448584
VIN00000678,Germany,Sydney,63121,2019,TESLA,Mustang,BEV,Not Eligible,380,145722,4,280866,PORT OF TACOMA,461998
VIN00000679,Canada,London,12409,2005,BMW,Leaf,PHEV,Not Eligible,283,72559,4,109305,PORT OF SEATTLE,487123
VIN00000680,India,Mumbai,85851,2010,CHEVROLET,Camry,BEV,Eligible,96,76294,49,964805,CUSTOMS WAREHOUSE,789572
VIN00000681,France,Mumbai,89081,2000,BMW,Model S,PHEV,Eligible,90,61568,37,975039,CUSTOMS WAREHOUSE,401440
VIN00000682,USA,Paris,85733,2023,FORD,Mustang,PHEV,Not Eligible,144,129556,17,519922,CUSTOMS WAREHOUSE,340771
VIN00000683,Japan,Tokyo,82977,2006,BMW,Model S,BEV,Eligible,324,68874,6,884178,CUSTOMS WAREHOUSE,946233
VIN00000684,Mexico,Moscow,94880,2013,FORD,Model X,BEV,Not Eligible,320,143924,41,199375,CUSTOMS WAREHOUSE,226869
VIN00000685,USA,Toronto,38228,2019,TOYOTA,Camry,PHEV,Eligible,94,105418,38,638248,PORT OF TACOMA,499943
VIN00000686,France,Mumbai,30564,2012,CHEVROLET,Mustang,PHEV,Eligible,255,124246,19,906955,PORT OF SEATTLE,283684
VIN00000687,Russia,London,89091,2000,TOYOTA,Mustang,BEV,Not Eligible,134,50381,3,909676,PORT OF SEATTLE,570187
VIN00000688,Germany,Toronto,74027,2000,TOYOTA,Model S,PHEV,Eligible,386,44820,32,518708,PORT OF SEATTLE,501035
VIN00000689,Japan,Moscow,90478,2000,FORD,Leaf,PHEV,Not Eligible,196,73844,45,775010,CUSTOMS WAREHOUSE,817071
VIN00000690,UK,São Paulo,17173,2019,BMW,Model S,PHEV,Eligible,99,141479,34,556682,PORT OF SEATTLE,873273
VIN00000691,France,Sydney,39060,2022,FORD,Mustang,PHEV,Eligible,299,85200,30,935779,PORT OF TACOMA,852958
VIN00000692,Germany,Toronto,21071,2002,CHEVROLET,Bolt,BEV,Eligible,357,44280,37,888886,PORT OF SEATTLE,338621
VIN00000693,Germany,Paris,25231,2016,TOYOTA,Model S,PHEV,Eligible,358,143534,39,739466,PORT OF TACOMA,995284
VIN00000694,India,London,30036,2011,TOYOTA,Mustang,BEV,Eligible,379,66077,44,571737,PORT OF SEATTLE,388467
VIN00000695,India,Mumbai,25915,2016,BMW,Model S,PHEV,Eligible,135,124375,9,103041,CUSTOMS WAREHOUSE,664202
VIN00000696,USA,London,43611,2013,FORD,Mustang,BEV,Eligible,81,112233,13,916114,PORT OF TACOMA,603118
VIN00000697,USA,Berlin,68226,2024,BMW,Bolt,PHEV,Eligible,171,101493,40,517147,PORT OF TACOMA,996298
VIN00000698,Germany,New York,54398,2024,TESLA,Camry,BEV,Eligible,312,133511,7,745660,PORT OF TACOMA,791476
VIN00000699,Mexico,Moscow,68168,2018,NISSAN,Mustang,BEV,Not Eligible,314,121545,14,412947,PORT OF SEATTLE,336312
VIN00000700,France,Moscow,33968,2012,TOYOTA,Bolt,BEV,Eligible,133,87976,21,470528,PORT OF SEATTLE,330403
VIN00000701,Brazil,Tokyo,62413,2006,CHEVROLET,Model S,PHEV,Eligible,165,69951,26,635880,CUSTOMS WAREHOUSE,134026
VIN00000702,USA,Tokyo,61709,2010,FORD,Leaf,PHEV,Eligible,72,68797,10,506078,PORT OF SEATTLE,332469
VIN00000703,France,New York,67766,2022,TESLA,Leaf,BEV,Eligible,156,34837,47,879201,CUSTOMS WAREHOUSE,113455
VIN00000704,Russia,New York,81911,2011,TESLA,Leaf,PHEV,Eligible,323,45224,41,831382,CUSTOMS WAREHOUSE,613177
VIN00000705,Australia,Tokyo,18789,2009,CHEVROLET,Model X,PHEV,Eligible,108,109045,40,112800,PORT OF TACOMA,826752
VIN00000706,Canada,Mumbai,49428,2024,NISSAN,Mustang,PHEV,Eligible,367,122976,21,895558,PORT OF SEATTLE,445589
VIN00000707,Mexico,Moscow,59460,2019,BMW,Model X,BEV,Eligible,375,67913,11,619951,PORT OF TACOMA,203976
VIN00000708,UK,Moscow,44775,2020,CHEVROLET,Camry,BEV,Not Eligible,231,122166,16,693700,PORT OF TACOMA,186557
VIN00000709,Australia,Moscow,98860,2005,FORD,Model X,BEV,Not Eligible,179,44001,7,582878,PORT OF TACOMA,584246
VIN00000710,Japan,Berlin,49613,2022,BMW,Model X,BEV,Not Eligible,366,143340,40,687168,PORT OF TACOMA,808239
VIN00000711,Australia,Sydney,27854,2012,BMW,Model X,PHEV,Not Eligible,68,80374,45,426329,PORT OF TACOMA,166153
VIN00000712,Australia,New York,87781,2002,CHEVROLET,Camry,PHEV,Eligible,85,140840,14,464042,PORT OF TACOMA,193083
VIN00000713,UK,London,81602,2018,FORD,Camry,PHEV,Not Eligible,367,128787,5,453175,PORT OF SEATTLE,959069
VIN00000714,Canada,Sydney,52787,2009,BMW,Leaf,PHEV,Eligible,299,101142,22,892569,PORT OF SEATTLE,919316
VIN00000715,France,London,42923,2023,TOYOTA,Leaf,PHEV,Not Eligible,173,144776,17,255919,PORT OF TACOMA,835074
VIN00000716,Canada,São Paulo,89618,2021,TOYOTA,Model X,BEV,Not Eligible,341,93390,15,344366,PORT OF TACOMA,630613
VIN00000717,India,Mumbai,45221,2023,TOYOTA,Leaf,PHEV,Not Eligible,103,100682,44,202674,PORT OF SEATTLE,311572
VIN00000718,Japan,São Paulo,45686,2013,NISSAN,Leaf,PHEV,Eligible,388,68080,18,534572,CUSTOMS WAREHOUSE,212023
VIN00000719,Canada,São Paulo,37594,2005,TOYOTA,Model S,BEV,Eligible,81,117822,17,762874,CUSTOMS WAREHOUSE,476769
VIN00000720,India,Mumbai,70648,2022,FORD,Mustang,BEV,Eligible,200,137640,18,561030,PORT OF TACOMA,747470
VIN00000721,Brazil,New York,30319,2015,FORD,Camry,PHEV,Eligible,170,35451,20,950565,PORT OF TACOMA,393740
VIN00000722,Germany,São Paulo,55937,2004,TESLA,Mustang,BEV,Not Eligible,243,94064,1,742800,CUSTOMS WAREHOUSE,703464
VIN00000723,Russia,Sydney,75546,2000,FORD,Camry,BEV,Eligible,260,60267,13,218831,PORT OF SEATTLE,102845
VIN00000724,Canada,Paris,54143,2020,CHEVROLET,Mustang,BEV,Eligible,149,148531,48,249609,PORT OF SEATTLE,651790
VIN00000725,Germany,Moscow,70195,2018,BMW,Mustang,PHEV,Not Eligible,229,57187,18,420054,CUSTOMS WAREHOUSE,653397
VIN00000726,India,Sydney,43556,2011,FORD,Model X,PHEV,Eligible,181,58414,30,794228,PORT OF TACOMA,875216
VIN00000727,France,Moscow,20796,2015,NISSAN,Leaf,BEV,Not Eligible,71,64748,37,146597,PORT OF SEATTLE,645006
VIN00000728,UK,Mumbai,86511,2021,FORD,Model S,PHEV,Eligible,109,72291,34,212716,PORT OF TACOMA,797660
VIN00000729,Australia,Toronto,31558,2020,BMW,Leaf,PHEV,Eligible,257,90420,5,800044,PORT OF TACOMA,885709
VIN00000730,USA,London,44170,2009,TESLA,Model S,PHEV,Not Eligible,213,76803,20,759646,CUSTOMS WAREHOUSE,722138
VIN00000731,Mexico,São Paulo,61296,2006,NISSAN,Bolt,PHEV,Not Eligible,206,31611,30,715736,PORT OF TACOMA,235951
VIN00000732,UK,Paris,95029,2016,BMW,Mustang,BEV,Not Eligible,72,76920,49,382324,PORT OF TACOMA,842648
VIN00000733,Mexico,São Paulo,77217,2000,CHEVROLET,Mustang,PHEV,Eligible,75,122525,25,130788,PORT OF TACOMA,143924
VIN00000734,UK,Tokyo,62397,2007,CHEVROLET,Leaf,PHEV,Eligible,211,136257,46,128892,PORT OF SEATTLE,802014
VIN00000735,Australia,Toronto,48099,2023,TESLA,Model S,BEV,Eligible,345,109415,50,812902,PORT OF SEATTLE,246314
VIN00000736,Russia,Tokyo,66809,2015,TOYOTA,Mustang,PHEV,Eligible,196,51722,49,866122,PORT OF TACOMA,137474
VIN00000737,Canada,Sydney,39433,2010,TOYOTA,Model S,PHEV,Eligible,273,30285,20,477306,PORT OF TACOMA,525335
VIN00000738,Germany,Moscow,79339,2014,NISSAN,Model S,BEV,Not Eligible,209,98546,31,554663,PORT OF SEATTLE,231849
VIN00000739,Mexico,Berlin,87346,2024,NISSAN,Model S,PHEV,Not Eligible,160,140189,5,777509,PORT OF TACOMA,578000
VIN00000740,France,Moscow,56436,2023,TOYOTA,Model X,PHEV,Not Eligible,350,130241,21,568777,CUSTOMS WAREHOUSE,510699
VIN00000741,China,Tokyo,79566,2018,TOYOTA,Bolt,BEV,Eligible,390,144949,34,151199,PORT OF TACOMA,424792
VIN00000742,Japan,Mumbai,72304,2018,FORD,Bolt,PHEV,Not Eligible,206,120688,15,458867,CUSTOMS WAREHOUSE,599424
VIN00000743,Mexico,Mumbai,10356,2007,FORD,Bolt,PHEV,Eligible,143,144911,28,886024,PORT OF TACOMA,523679
VIN00000744,China,Tokyo,55619,2005,BMW,Leaf,PHEV,Not Eligible,143,121265,32,587996,PORT OF SEATTLE,576928
VIN00000745,France,Sydney,57092,2000,TOYOTA,Camry,PHEV,Eligible,284,100456,16,374589,PORT OF SEATTLE,385093
VIN00000746,Australia,Sydney,74534,2003,BMW,Mustang,BEV,Not Eligible,174,99033,45,694829,PORT OF SEATTLE,875828
VIN00000747,China,Tokyo,24328,2006,TOYOTA,Mustang,BEV,Eligible,315,107051,3,654817,PORT OF SEATTLE,300782
VIN00000748,Germany,Tokyo,49495,2017,TOYOTA,Model S,BEV,Not Eligible,386,60921,13,299911,PORT OF SEATTLE,504023
VIN00000749,Australia,Tokyo,90820,2020,TESLA,Model X,PHEV,Eligible,239,108852,44,141900,PORT OF TACOMA,971888
VIN00000750,Brazil,Toronto,91287,2006,NISSAN,Bolt,PHEV,Not Eligible,152,112112,27,366242,CUSTOMS WAREHOUSE,863149
VIN00000751,France,London,62211,2022,NISSAN,Camry,PHEV,Not Eligible,383,121035,11,997281,PORT OF SEATTLE,900515
VIN00000752,Germany,São Paulo,93982,2018,BMW,Model X,PHEV,Eligible,82,66906,8,521174,PORT OF TACOMA,852917
VIN00000753,India,Mumbai,35283,2022,NISSAN,Model S,PHEV,Eligible,356,50032,25,641107,PORT OF SEATTLE,942956
VIN00000754,Russia,Tokyo,38588,2007,BMW,Camry,PHEV,Not Eligible,361,131978,21,830678,PORT OF SEATTLE,347340
VIN00000755,China,Mumbai,56794,2000,BMW,Model X,BEV,Eligible,334,79016,24,761570,CUSTOMS WAREHOUSE,420548
VIN00000756,UK,New York,16107,2013,BMW,Model X,BEV,Eligible,72,57894,20,522264,PORT OF TACOMA,755616
VIN00000757,Brazil,Sydney,34637,2014,TOYOTA,Camry,PHEV,Not Eligible,362,75323,46,738774,PORT OF SEATTLE,292154
VIN00000758,France,Paris,69496,2016,FORD,Bolt,BEV,Eligible,352,47692,39,571046,PORT OF SEATTLE,386744
VIN00000759,Brazil,Sydney,31812,2022,TOYOTA,Model X,PHEV,Not Eligible,275,120415,7,142214,PORT OF SEATTLE,326382
VIN00000760,Russia,London,51065,2011,BMW,Model X,BEV,Not Eligible,324,65395,32,816052,PORT OF SEATTLE,488320
VIN00000761,Australia,New York,58589,2009,CHEVROLET,Model X,BEV,Eligible,268,125960,38,680484,PORT OF SEATTLE,929176
VIN00000762,Brazil,São Paulo,36614,2005,NISSAN,Model X,BEV,Eligible,58,118643,11,631323,CUSTOMS WAREHOUSE,863285
VIN00000763,UK,Toronto,59376,2009,TOYOTA,Bolt,PHEV,Eligible,177,107084,33,772189,CUSTOMS WAREHOUSE,890067
VIN00000764,India,Toronto,32065,2021,BMW,Bolt,PHEV,Not Eligible,74,89964,16,879534,CUSTOMS WAREHOUSE,720904
VIN00000765,France,Mumbai,67037,2001,TESLA,Bolt,BEV,Not Eligible,111,128320,43,123338,PORT OF SEATTLE,652949
VIN00000766,UK,São Paulo,37531,2020,FORD,Model S,BEV,Not Eligible,100,33242,17,220946,PORT OF TACOMA,312830
VIN00000767,Australia,Berlin,20024,2002,NISSAN,Camry,BEV,Eligible,62,109239,48,845762,PORT OF SEATTLE,677810
VIN00000768,Canada,Berlin,60223,2015,CHEVROLET,Leaf,PHEV,Eligible,358,32332,7,546618,PORT OF TACOMA,804354
VIN00000769,France,Berlin,52560,2020,NISSAN,Leaf,BEV,Not Eligible,151,135568,3,766633,PORT OF SEATTLE,372883
VIN00000770,Germany,London,22375,2022,BMW,Bolt,BEV,Eligible,376,128915,17,189840,PORT OF SEATTLE,636863
VIN00000771,Australia,Sydney,51940,2018,NISSAN,Bolt,BEV,Not Eligible,253,74097,27,834147,PORT OF SEATTLE,890749
VIN00000772,USA,Toronto,36491,2017,NISSAN,Camry,PHEV,Not Eligible,62,77273,39,616313,CUSTOMS WAREHOUSE,373570
VIN00000773,Japan,Sydney,22114,2018,BMW,Bolt,BEV,Eligible,158,135579,8,513357,PORT OF SEATTLE,578577
VIN00000774,Germany,Mumbai,49029,2014,TESLA,Model S,BEV,Not Eligible,245,67602,23,860373,PORT OF TACOMA,460856
VIN00000775,India,New York,54831,2021,CHEVROLET,Model X,PHEV,Not Eligible,71,132371,23,774348,PORT OF SEATTLE,912736
VIN00000776,Australia,Moscow,25189,2005,CHEVROLET,Model S,BEV,Not Eligible,158,81278,47,703809,CUSTOMS WAREHOUSE,173565
VIN00000777,Canada,Toronto,63441,2019,CHEVROLET,Model X,BEV,Eligible,244,106999,36,825272,PORT OF TACOMA,843090
VIN00000778,Australia,Mumbai,33024,2021,TESLA,Mustang,PHEV,Eligible,255,36141,49,798503,PORT OF SEATTLE,580682
VIN00000779,Mexico,Mumbai,96986,2020,TOYOTA,Camry,BEV,Not Eligible,235,136398,6,790796,PORT OF TACOMA,621299
VIN00000780,UK,London,55790,2011,NISSAN,Camry,BEV,Not Eligible,132,117224,44,471407,PORT OF TACOMA,487170
VIN00000781,Germany,Mumbai,97997,2024,TESLA,Mustang,BEV,Eligible,317,127991,47,751108,PORT OF TACOMA,621378
VIN00000782,USA,Sydney,47720,2013,BMW,Leaf,BEV,Eligible,178,83597,30,427460,PORT OF TACOMA,294004
VIN00000783,Mexico,Sydney,17140,2019,FORD,Camry,PHEV,Eligible,213,31843,26,317577,PORT OF TACOMA,655005
VIN00000784,India,Berlin,28947,2024,TOYOTA,Model X,BEV,Not Eligible,306,39920,12,962656,CUSTOMS WAREHOUSE,700096
VIN00000785,Japan,Berlin,80084,2005,NISSAN,Mustang,BEV,Eligible,372,62618,13,919122,PORT OF TACOMA,136365
VIN00000786,Brazil,Tokyo,37315,2008,BMW,Camry,PHEV,Not Eligible,68,75490,4,791921,PORT OF SEATTLE,493286
VIN00000787,Brazil,Moscow,68258,2005,FORD,Model S,PHEV,Eligible,138,125048,37,688307,PORT OF SEATTLE,559888
VIN00000788,Japan,São Paulo,50996,2002,BMW,Leaf,PHEV,Eligible,227,130492,46,425218,CUSTOMS WAREHOUSE,269799
VIN00000789,Japan,Tokyo,91679,2021,BMW,Camry,BEV,Not Eligible,93,88838,48,302596,PORT OF SEATTLE,603863
VIN00000790,Germany,Moscow,80052,2011,NISSAN,Model X,PHEV,Eligible,320,107559,4,652364,CUSTOMS WAREHOUSE,780227
VIN00000791,USA,Tokyo,72494,2000,NISSAN,Model X,BEV,Eligible,153,125465,44,161326,PORT OF TACOMA,311940
VIN00000792,UK,São Paulo,57501,2016,TOYOTA,Bolt,BEV,Not Eligible,396,139635,6,311467,CUSTOMS WAREHOUSE,674100
VIN00000793,USA,Moscow,23362,2004,BMW,Leaf,PHEV,Not Eligible,86,63493,23,254067,CUSTOMS WAREHOUSE,921163
VIN00000794,Mexico,Mumbai,18402,2000,TOYOTA,Leaf,BEV,Eligible,277,132920,19,191516,CUSTOMS WAREHOUSE,584825
VIN00000795,India,New York,20789,2012,NISSAN,Model X,BEV,Not Eligible,287,95647,6,488350,PORT OF SEATTLE,766763
VIN00000796,China,São Paulo,55779,2009,NISSAN,Bolt,PHEV,Not Eligible,245,37171,8,372443,PORT OF TACOMA,637829
VIN00000797,UK,São Paulo,28029,2024,CHEVROLET,Bolt,BEV,Not Eligible,383,126858,44,422456,PORT OF TACOMA,776572
VIN00000798,France,Tokyo,37960,2000,FORD,Model S,PHEV,Eligible,190,117639,2,828730,PORT OF SEATTLE,107085
VIN00000799,Germany,São Paulo,48565,2006,TOYOTA,Bolt,PHEV,Not Eligible,222,86257,11,455921,PORT OF SEATTLE,460243
VIN00000800,Canada,Toronto,97478,2016,TOYOTA,Leaf,BEV,Not Eligible,194,72642,37,219675,CUSTOMS WAREHOUSE,666585
VIN00000801,France,São Paulo,11571,2002,NISSAN,Model X,BEV,Eligible,345,73758,7,756567,CUSTOMS WAREHOUSE,538956
VIN00000802,Germany,London,76933,2008,NISSAN,Mustang,BEV,Not Eligible,154,59407,31,822968,CUSTOMS WAREHOUSE,263938
VIN00000803,Germany,São Paulo,29713,2003,CHEVROLET,Camry,BEV,Eligible,357,147579,34,194391,CUSTOMS WAREHOUSE,230911
VIN00000804,Mexico,Mumbai,52308,2001,FORD,Mustang,BEV,Not Eligible,363,85712,30,643317,PORT OF SEATTLE,499882
VIN00000805,USA,Toronto,39404,2003,NISSAN,Mustang,BEV,Not Eligible,355,30271,45,462255,CUSTOMS WAREHOUSE,677524
VIN00000806,China,Tokyo,64178,2009,TOYOTA,Bolt,BEV,Eligible,311,102569,36,729349,PORT OF TACOMA,614802
VIN00000807,Australia,Moscow,93657,2001,BMW,Model S,PHEV,Eligible,381,55273,24,159095,CUSTOMS WAREHOUSE,825233
VIN00000808,Germany,Paris,45833,2023,TESLA,Mustang,PHEV,Eligible,194,65661,12,124597,PORT OF SEATTLE,620058
VIN00000809,Australia,Tokyo,13257,2017,FORD,Model X,PHEV,Not Eligible,219,144475,36,411708,PORT OF TACOMA,220513
VIN00000810,USA,Berlin,76941,2015,TESLA,Model S,BEV,Eligible,239,62481,34,426388,PORT OF TACOMA,443353
VIN00000811,Russia,Mumbai,15881,2010,TESLA,Model X,BEV,Not Eligible,106,105669,5,772586,PORT OF SEATTLE,600200
VIN00000812,USA,New York,84085,2003,TOYOTA,Leaf,PHEV,Eligible,271,54971,42,679299,PORT OF TACOMA,277228
VIN00000813,Canada,Sydney,91613,2019,NISSAN,Model S,BEV,Not Eligible,161,44630,24,422748,CUSTOMS WAREHOUSE,124726
VIN00000814,China,New York,79697,2004,CHEVROLET,Bolt,BEV,Eligible,373,78983,22,336922,CUSTOMS WAREHOUSE,194505
VIN00000815,Brazil,Mumbai,52505,2016,TOYOTA,Bolt,BEV,Eligible,316,83531,26,347176,PORT OF SEATTLE,659720
VIN00000816,Germany,New York,33260,2014,NISSAN,Bolt,PHEV,Not Eligible,76,102527,42,907389,PORT OF TACOMA,639260
VIN00000817,Japan,London,85725,2002,NISSAN,Mustang,PHEV,Eligible,392,88437,29,808889,PORT OF SEATTLE,373670
